gender,age,income,ed,card,jobsat,union,polview
Female,59,47,9,Visa,Neutral,No,Moderate
Male,72,31,10,Discover,Neutral,No,Conservative
Male,22,19,17,Visa,Highly dissatisfied,No,Slightly liberal
Male,30,23,19,Visa,Somewhat satisfied,No,Moderate
Male,56,28,8,Other,Neutral,No,Conservative
Male,56,35,12,Visa,Highly satisfied,No,Moderate
Female,66,57,18,Discover,Highly satisfied,No,Conservative
Female,66,10,16,Discover,Somewhat dissatisfied,No,Slightly conservative
Male,28,22,14,Mastercard,Neutral,No,Liberal
Male,55,46,14,Discover,Somewhat dissatisfied,No,Slightly conservative
Female,26,22,21,Discover,Neutral,No,Moderate
Female,54,111,20,American Express,Somewhat dissatisfied,No,Moderate
Female,54,91,9,Mastercard,Highly satisfied,Yes,Slightly liberal
Female,60,46,8,Visa,Somewhat satisfied,No,Conservative
Male,37,26,11,Visa,Somewhat satisfied,No,Slightly liberal
Female,20,40,15,Mastercard,Somewhat dissatisfied,No,Conservative
Female,47,84,11,American Express,Neutral,No,Moderate
Male,78,9,18,Visa,Somewhat dissatisfied,No,Slightly conservative
Male,46,37,18,American Express,Somewhat dissatisfied,No,Extremely liberal
Female,26,18,17,Discover,Highly dissatisfied,Yes,Conservative
Male,43,29,14,American Express,Neutral,Yes,Moderate
Female,28,20,17,Visa,Somewhat dissatisfied,No,Moderate
Female,34,64,11,Visa,Neutral,No,Moderate
Male,77,22,9,Mastercard,Somewhat dissatisfied,No,Moderate
Male,31,42,18,American Express,Somewhat dissatisfied,No,Slightly liberal
Male,23,22,16,Visa,Neutral,No,Conservative
Female,25,15,11,American Express,Highly dissatisfied,No,Moderate
Male,76,9,13,Visa,Somewhat satisfied,Yes,Liberal
Male,50,84,9,Visa,Somewhat dissatisfied,No,Conservative
Male,51,103,15,American Express,Highly satisfied,No,Slightly conservative
Female,35,41,13,Discover,Somewhat satisfied,No,Conservative
Male,53,54,15,Discover,Neutral,Yes,Conservative
Male,54,48,13,Visa,Highly satisfied,No,Slightly conservative
Male,37,76,16,American Express,Somewhat dissatisfied,No,Slightly conservative
Female,50,26,7,Mastercard,Highly dissatisfied,No,Liberal
Female,73,14,15,American Express,Somewhat satisfied,No,Slightly liberal
Male,79,9,8,Mastercard,Highly satisfied,Yes,Slightly conservative
Male,37,30,10,Discover,Somewhat dissatisfied,No,Liberal
Female,47,52,19,Discover,Somewhat satisfied,No,Liberal
Male,66,160,19,Discover,Highly satisfied,No,Moderate
Male,46,37,15,Mastercard,Somewhat dissatisfied,Yes,Moderate
Male,31,36,13,Mastercard,Somewhat satisfied,No,Slightly conservative
Female,19,20,14,Visa,Highly dissatisfied,Yes,Moderate
Male,18,17,13,Discover,Highly dissatisfied,No,Conservative
Female,25,18,19,Discover,Highly dissatisfied,No,Slightly liberal
Female,69,111,12,Visa,Highly satisfied,No,Slightly conservative
Male,72,9,7,Mastercard,Somewhat dissatisfied,No,Moderate
Female,50,29,10,Mastercard,Neutral,No,Liberal
Female,36,60,13,American Express,Somewhat satisfied,No,Moderate
Male,61,26,14,Mastercard,Somewhat dissatisfied,No,Moderate
Female,52,84,8,Mastercard,Highly satisfied,Yes,Conservative
Male,37,58,15,American Express,Neutral,No,Slightly conservative
Female,25,38,16,Discover,Somewhat dissatisfied,No,Slightly liberal
Male,19,11,14,Discover,Highly dissatisfied,No,Conservative
Male,27,24,12,Discover,Highly dissatisfied,No,Slightly conservative
Female,58,11,15,Visa,Highly satisfied,No,Moderate
Female,63,101,15,Mastercard,Somewhat satisfied,Yes,Liberal
Male,50,47,12,Mastercard,Neutral,No,Moderate
Female,24,14,16,Mastercard,Highly dissatisfied,Yes,Moderate
Male,67,181,15,Discover,Highly satisfied,No,Moderate
Female,23,53,13,Visa,Somewhat dissatisfied,No,Moderate
Male,44,24,11,American Express,Highly dissatisfied,No,Slightly liberal
Male,50,26,12,American Express,Highly dissatisfied,Yes,Moderate
Female,34,24,15,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Male,46,68,10,Discover,Somewhat satisfied,Yes,Moderate
Male,67,52,18,Discover,Highly dissatisfied,No,Moderate
Female,32,38,18,American Express,Highly dissatisfied,No,Slightly liberal
Male,30,41,22,Discover,Highly satisfied,No,Slightly conservative
Male,72,22,12,Other,Somewhat dissatisfied,No,Liberal
Female,62,30,19,Discover,Neutral,Yes,Slightly liberal
Female,55,87,17,American Express,Somewhat dissatisfied,No,Moderate
Male,18,16,13,Discover,Neutral,No,Moderate
Male,66,26,11,American Express,Neutral,No,Conservative
Female,39,112,18,Discover,Highly dissatisfied,No,Liberal
Female,58,42,11,Mastercard,Somewhat satisfied,No,Moderate
Female,56,67,14,Mastercard,Highly satisfied,No,Slightly conservative
Male,64,18,9,Mastercard,Neutral,No,Slightly conservative
Female,72,130,17,American Express,Neutral,No,Conservative
Male,26,20,10,Visa,Somewhat dissatisfied,No,Moderate
Male,43,20,13,Mastercard,Somewhat dissatisfied,No,Slightly conservative
Female,37,30,20,Discover,Neutral,No,Slightly liberal
Female,20,13,11,Visa,Highly dissatisfied,No,Slightly liberal
Female,29,25,12,American Express,Highly dissatisfied,No,Slightly liberal
Male,40,28,10,American Express,Neutral,No,Slightly conservative
Male,19,22,13,Mastercard,Highly dissatisfied,No,Slightly conservative
Female,68,23,15,Other,Neutral,No,Moderate
Female,48,65,19,American Express,Highly satisfied,No,Slightly liberal
Female,57,171,8,Mastercard,Neutral,No,Moderate
Male,39,52,19,Visa,Somewhat satisfied,Yes,Moderate
Male,69,38,16,Discover,Highly satisfied,No,Moderate
Male,68,10,13,Visa,Neutral,No,Slightly liberal
Male,62,53,11,Other,Somewhat dissatisfied,No,Moderate
Female,48,34,13,Discover,Somewhat satisfied,No,Conservative
Female,44,67,13,Visa,Neutral,No,Slightly conservative
Female,75,55,14,Mastercard,Neutral,No,Slightly conservative
Female,60,39,11,Mastercard,Neutral,Yes,Slightly conservative
Female,36,29,6,Discover,Highly satisfied,Yes,Slightly conservative
Male,18,20,13,Mastercard,Somewhat dissatisfied,No,Liberal
Female,79,26,21,Visa,Highly satisfied,No,Slightly liberal
Female,46,45,13,Visa,Neutral,No,Moderate
Female,49,53,14,Discover,Neutral,No,Liberal
Male,30,26,18,Mastercard,Somewhat dissatisfied,No,Liberal
Female,29,31,13,Discover,Neutral,No,Liberal
Female,31,215,15,Mastercard,Highly satisfied,No,Liberal
Female,77,27,15,Mastercard,Somewhat dissatisfied,No,Moderate
Male,26,16,14,Discover,Highly dissatisfied,No,Moderate
Female,31,42,12,Discover,Somewhat dissatisfied,No,Moderate
Male,64,180,15,American Express,Highly satisfied,Yes,Conservative
Female,32,227,20,Discover,Somewhat dissatisfied,No,Slightly conservative
Male,60,12,14,Mastercard,Somewhat dissatisfied,No,Conservative
Male,35,37,11,Other,Somewhat dissatisfied,No,Moderate
Female,18,14,12,Visa,Highly dissatisfied,Yes,Liberal
Male,68,186,8,Visa,Somewhat dissatisfied,No,Conservative
Male,44,33,16,American Express,Highly dissatisfied,No,Moderate
Male,50,41,6,Other,Highly satisfied,No,Moderate
Male,20,21,12,American Express,Highly dissatisfied,No,Extremely conservative
Female,35,28,15,Mastercard,Highly dissatisfied,No,Moderate
Male,34,31,12,Mastercard,Neutral,No,Slightly conservative
Female,66,81,20,Discover,Somewhat satisfied,No,Moderate
Male,67,13,15,Discover,Highly satisfied,No,Slightly conservative
Female,42,26,20,Discover,Neutral,No,Slightly liberal
Female,43,86,20,Discover,Somewhat dissatisfied,No,Extremely conservative
Female,44,113,17,Visa,Highly satisfied,Yes,Conservative
Female,58,92,9,Mastercard,Neutral,No,Moderate
Female,41,17,19,Discover,Highly dissatisfied,Yes,Moderate
Male,57,157,8,American Express,Neutral,No,Extremely conservative
Female,46,86,20,Visa,Neutral,No,Moderate
Male,22,28,11,American Express,Somewhat dissatisfied,No,Moderate
Female,30,45,20,Mastercard,Highly dissatisfied,No,Slightly conservative
Male,25,43,15,Discover,Neutral,Yes,Slightly conservative
Female,25,31,20,Discover,Highly dissatisfied,No,Slightly liberal
Male,28,40,15,American Express,Highly dissatisfied,Yes,Moderate
Female,70,9,13,Visa,Somewhat satisfied,No,Moderate
Female,22,38,14,American Express,Neutral,Yes,Conservative
Male,54,55,17,American Express,Somewhat dissatisfied,No,Moderate
Male,50,103,17,American Express,Neutral,No,Moderate
Female,39,38,12,Mastercard,Somewhat dissatisfied,No,Moderate
Male,43,31,12,Mastercard,Highly dissatisfied,No,Slightly conservative
Female,26,35,11,Visa,Neutral,No,Conservative
Male,48,119,13,Discover,Highly satisfied,No,Liberal
Female,30,25,13,Discover,Highly dissatisfied,Yes,Slightly liberal
Female,38,29,13,Mastercard,Neutral,No,Moderate
Female,50,149,16,Visa,Somewhat satisfied,No,Conservative
Female,28,46,17,American Express,Neutral,No,Moderate
Male,71,10,9,Mastercard,Somewhat dissatisfied,Yes,Slightly conservative
Female,54,57,13,Discover,Somewhat satisfied,No,Slightly liberal
Female,49,37,13,Visa,Somewhat satisfied,No,Conservative
Female,38,37,7,Discover,Neutral,No,Conservative
Female,72,10,18,Discover,Highly dissatisfied,No,Moderate
Male,44,126,14,Discover,Neutral,No,Conservative
Female,30,17,8,Other,Neutral,No,Conservative
Male,45,43,16,Discover,Neutral,No,Conservative
Male,59,52,13,Discover,Somewhat satisfied,No,Moderate
Female,46,22,7,Discover,Neutral,No,Slightly liberal
Female,71,67,15,Visa,Somewhat satisfied,No,Moderate
Male,67,19,12,Mastercard,Somewhat satisfied,No,Slightly conservative
Male,38,43,14,Mastercard,Somewhat dissatisfied,No,Extremely conservative
Female,24,34,17,Visa,Somewhat dissatisfied,No,Slightly liberal
Male,40,22,14,Mastercard,Somewhat satisfied,Yes,Moderate
Female,18,20,13,Visa,Highly dissatisfied,Yes,Moderate
Female,18,18,13,Discover,Highly dissatisfied,No,Extremely liberal
Male,53,181,14,Discover,Somewhat satisfied,No,Conservative
Female,70,90,16,American Express,Highly satisfied,No,Moderate
Female,51,33,20,Discover,Somewhat dissatisfied,No,Slightly conservative
Female,38,167,16,Mastercard,Somewhat satisfied,No,Slightly conservative
Female,33,33,15,Mastercard,Highly satisfied,No,Moderate
Male,74,9,18,Visa,Somewhat satisfied,No,Slightly liberal
Male,56,112,17,American Express,Highly satisfied,No,Moderate
Male,66,44,14,Visa,Somewhat dissatisfied,No,Extremely conservative
Female,21,18,9,American Express,Highly dissatisfied,No,Liberal
Male,28,30,13,Mastercard,Somewhat satisfied,No,Liberal
Male,41,35,11,Mastercard,Highly dissatisfied,No,Moderate
Female,27,22,18,Discover,Highly dissatisfied,No,Moderate
Male,38,32,13,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Male,18,23,13,Mastercard,Highly dissatisfied,No,Slightly conservative
Male,67,68,18,American Express,Somewhat dissatisfied,No,Moderate
Male,71,175,9,Mastercard,Highly satisfied,No,Conservative
Female,37,54,16,Discover,Highly dissatisfied,No,Slightly liberal
Male,45,55,16,Discover,Somewhat satisfied,No,Slightly conservative
Male,65,30,11,Mastercard,Somewhat satisfied,No,Moderate
Male,22,31,14,American Express,Somewhat satisfied,No,Liberal
Male,65,95,22,American Express,Highly satisfied,No,Slightly liberal
Female,58,43,15,Visa,Neutral,No,Slightly conservative
Male,62,66,15,American Express,Highly satisfied,No,Moderate
Female,25,32,11,Discover,Somewhat dissatisfied,No,Moderate
Male,46,124,12,American Express,Somewhat satisfied,No,Moderate
Male,46,64,15,Visa,Somewhat dissatisfied,No,Conservative
Female,33,28,14,Visa,Somewhat satisfied,No,Conservative
Male,61,48,17,American Express,Highly satisfied,No,Extremely liberal
Female,71,102,16,American Express,Somewhat satisfied,No,Slightly conservative
Male,19,36,14,Discover,Highly dissatisfied,No,Moderate
Female,24,26,14,Mastercard,Highly dissatisfied,No,Moderate
Female,23,22,15,Visa,Highly dissatisfied,No,Slightly liberal
Male,54,35,14,Mastercard,Highly dissatisfied,No,Conservative
Male,70,87,14,American Express,Neutral,No,Liberal
Female,19,19,12,Mastercard,Highly dissatisfied,No,Slightly conservative
Male,44,22,8,Mastercard,Highly dissatisfied,No,Moderate
Male,79,12,11,Visa,Neutral,No,Slightly liberal
Female,62,111,8,Visa,Somewhat satisfied,No,Slightly conservative
Female,35,53,14,Visa,Highly satisfied,No,Liberal
Male,41,44,13,Discover,Neutral,No,Conservative
Male,69,22,15,Mastercard,Somewhat satisfied,No,Slightly liberal
Female,20,42,15,Mastercard,Somewhat dissatisfied,No,Conservative
Female,76,18,15,Visa,Highly satisfied,No,Extremely liberal
Male,65,122,16,Discover,Neutral,Yes,Liberal
Female,34,31,15,Mastercard,Somewhat dissatisfied,Yes,Moderate
Male,63,215,13,American Express,Highly satisfied,No,Moderate
Male,65,10,15,Other,Somewhat dissatisfied,No,Slightly liberal
Female,69,73,15,American Express,Neutral,No,Slightly liberal
Female,79,33,13,Discover,Highly satisfied,Yes,Liberal
Female,34,29,19,American Express,Highly dissatisfied,No,Slightly conservative
Male,50,23,9,Mastercard,Somewhat satisfied,No,Extremely conservative
Male,49,191,16,Mastercard,Neutral,Yes,Conservative
Male,58,156,18,American Express,Highly satisfied,No,Moderate
Male,59,137,15,American Express,Highly satisfied,No,Moderate
Male,43,77,12,Visa,Somewhat satisfied,No,Moderate
Male,25,17,17,Visa,Highly dissatisfied,Yes,Slightly conservative
Female,39,35,21,Discover,Highly dissatisfied,No,Slightly conservative
Female,32,24,16,Mastercard,Somewhat dissatisfied,Yes,Slightly liberal
Male,70,60,19,Mastercard,Highly satisfied,No,Liberal
Female,36,56,18,Discover,Highly dissatisfied,Yes,Moderate
Male,31,23,8,Visa,Somewhat satisfied,No,Moderate
Female,23,16,18,American Express,Highly dissatisfied,No,Conservative
Male,44,34,10,Discover,Highly satisfied,No,Liberal
Female,31,26,14,Mastercard,Neutral,No,Extremely conservative
Female,45,53,18,Discover,Neutral,No,Slightly liberal
Female,21,21,16,Visa,Somewhat dissatisfied,No,Liberal
Female,50,48,16,Mastercard,Highly satisfied,No,Slightly conservative
Female,38,46,16,Visa,Highly satisfied,No,Liberal
Female,71,9,14,Mastercard,Highly dissatisfied,No,Extremely liberal
Male,36,52,17,American Express,Somewhat dissatisfied,No,Slightly liberal
Male,76,53,13,Mastercard,Somewhat dissatisfied,No,Conservative
Male,53,61,8,Mastercard,Somewhat dissatisfied,No,Conservative
Male,60,36,10,Discover,Somewhat dissatisfied,No,Slightly conservative
Female,76,48,16,Visa,Somewhat satisfied,No,Conservative
Male,52,48,16,Mastercard,Somewhat satisfied,No,Moderate
Female,27,21,11,Visa,Highly dissatisfied,No,Conservative
Female,55,15,16,Discover,Somewhat satisfied,No,Slightly conservative
Female,25,36,13,American Express,Neutral,No,Conservative
Male,65,78,11,Discover,Neutral,No,Slightly conservative
Female,72,75,14,Discover,Somewhat dissatisfied,Yes,Slightly conservative
Female,64,273,18,American Express,Somewhat dissatisfied,No,Conservative
Female,49,87,13,Discover,Highly satisfied,No,Liberal
Male,18,16,12,Discover,Somewhat dissatisfied,No,Moderate
Female,34,25,8,Discover,Somewhat satisfied,Yes,Conservative
Male,63,13,9,Mastercard,Somewhat dissatisfied,No,Conservative
Male,41,28,14,American Express,Neutral,No,Conservative
Male,77,54,16,Discover,Somewhat dissatisfied,No,Moderate
Female,21,17,16,American Express,Highly dissatisfied,No,Moderate
Female,37,24,7,Other,Somewhat dissatisfied,No,Slightly liberal
Male,56,24,18,Visa,Somewhat dissatisfied,No,Moderate
Male,60,34,20,Discover,Somewhat satisfied,No,Moderate
Female,42,96,20,Discover,Neutral,No,Slightly conservative
Male,44,82,12,American Express,Highly satisfied,No,Slightly liberal
Male,48,74,15,American Express,Highly dissatisfied,No,Extremely liberal
Male,71,174,14,Visa,Somewhat dissatisfied,No,Slightly conservative
Female,51,89,17,American Express,Highly satisfied,No,Conservative
Female,40,62,11,American Express,Neutral,No,Moderate
Male,34,22,9,Other,Somewhat satisfied,No,Moderate
Male,64,193,20,American Express,Somewhat satisfied,No,Slightly conservative
Female,44,35,11,American Express,Neutral,No,Slightly conservative
Male,22,16,10,Other,Highly dissatisfied,Yes,Slightly conservative
Male,39,75,18,Visa,Somewhat satisfied,No,Conservative
Female,34,54,21,Discover,Highly dissatisfied,Yes,Conservative
Female,38,42,20,Discover,Somewhat satisfied,No,Moderate
Male,37,28,13,American Express,Somewhat dissatisfied,Yes,Slightly liberal
Male,37,47,15,American Express,Neutral,No,Slightly liberal
Female,55,96,17,Discover,Somewhat dissatisfied,No,Moderate
Male,35,32,11,Mastercard,Somewhat satisfied,No,Conservative
Male,63,18,15,Mastercard,Somewhat dissatisfied,No,Moderate
Female,47,58,20,Visa,Highly satisfied,No,Moderate
Male,26,41,20,Mastercard,Highly dissatisfied,No,Moderate
Female,38,37,18,Discover,Somewhat dissatisfied,No,Moderate
Female,40,39,10,Mastercard,Highly satisfied,Yes,Liberal
Female,40,49,15,Visa,Somewhat dissatisfied,No,Slightly conservative
Female,77,159,19,American Express,Highly satisfied,No,Moderate
Female,30,56,12,Visa,Neutral,No,Slightly conservative
Male,33,55,19,Discover,Neutral,No,Moderate
Male,25,27,14,Mastercard,Highly dissatisfied,No,Slightly liberal
Male,27,19,20,Visa,Somewhat satisfied,No,Slightly conservative
Female,77,9,9,Discover,Neutral,No,Extremely liberal
Male,54,29,13,Mastercard,Highly satisfied,No,Moderate
Female,79,17,11,Mastercard,Neutral,No,Liberal
Female,36,29,15,Visa,Somewhat dissatisfied,No,Slightly liberal
Male,42,142,17,Discover,Neutral,No,Conservative
Male,67,169,19,Discover,Somewhat dissatisfied,No,Conservative
Male,27,27,18,Discover,Somewhat dissatisfied,No,Slightly conservative
Male,73,15,9,Mastercard,Neutral,No,Slightly liberal
Female,63,14,10,Discover,Somewhat satisfied,No,Slightly conservative
Male,47,43,15,Visa,Highly dissatisfied,No,Slightly conservative
Male,75,13,16,American Express,Somewhat satisfied,No,Slightly conservative
Female,63,55,13,Mastercard,Highly satisfied,No,Slightly liberal
Male,53,36,15,American Express,Somewhat satisfied,No,Moderate
Female,61,33,16,Mastercard,Neutral,No,Moderate
Male,31,20,15,American Express,Somewhat dissatisfied,No,Conservative
Female,21,15,13,Mastercard,Neutral,No,Moderate
Female,46,54,10,Mastercard,Highly satisfied,No,Extremely liberal
Male,47,62,15,American Express,Somewhat satisfied,Yes,Slightly liberal
Female,58,125,11,American Express,Highly satisfied,No,Slightly conservative
Male,71,146,8,Discover,Neutral,No,Extremely conservative
Male,25,13,17,Visa,Neutral,Yes,Moderate
Male,68,19,17,Visa,Somewhat satisfied,Yes,Slightly conservative
Male,31,70,13,American Express,Neutral,No,Moderate
Male,54,119,10,Visa,Somewhat satisfied,Yes,Slightly conservative
Male,63,45,15,Visa,Neutral,No,Moderate
Male,26,46,18,American Express,Neutral,No,Moderate
Female,35,36,17,Discover,Highly satisfied,No,Extremely liberal
Female,60,73,13,Discover,Somewhat satisfied,No,Slightly conservative
Male,34,60,18,Discover,Highly dissatisfied,No,Liberal
Female,25,46,17,Visa,Somewhat dissatisfied,No,Extremely liberal
Male,63,237,21,Discover,Somewhat dissatisfied,No,Moderate
Female,25,30,13,Visa,Neutral,No,Conservative
Male,30,45,14,American Express,Somewhat satisfied,Yes,Moderate
Male,64,46,9,Visa,Somewhat satisfied,No,Moderate
Female,31,33,18,Discover,Somewhat dissatisfied,No,Conservative
Female,60,147,21,Discover,Highly satisfied,No,Moderate
Male,65,42,18,Visa,Highly satisfied,No,Moderate
Male,51,62,19,American Express,Somewhat dissatisfied,No,Moderate
Female,46,88,15,Mastercard,Somewhat satisfied,No,Liberal
Female,44,30,13,American Express,Highly satisfied,No,Moderate
Female,70,345,18,American Express,Somewhat dissatisfied,No,Liberal
Male,75,133,16,Visa,Somewhat dissatisfied,No,Slightly conservative
Male,35,35,10,Visa,Somewhat satisfied,Yes,Conservative
Male,44,32,16,Visa,Somewhat dissatisfied,No,Slightly conservative
Male,30,45,19,American Express,Somewhat satisfied,Yes,Moderate
Female,31,18,12,Other,Neutral,No,Moderate
Female,19,20,14,Visa,Neutral,No,Slightly liberal
Female,55,56,12,Visa,Somewhat satisfied,No,Conservative
Female,25,20,12,Visa,Somewhat satisfied,No,Liberal
Female,30,35,21,Mastercard,Highly dissatisfied,Yes,Moderate
Male,18,17,13,Mastercard,Highly dissatisfied,No,Slightly liberal
Female,34,48,14,Discover,Neutral,No,Extremely liberal
Male,29,15,15,Discover,Neutral,No,Moderate
Female,20,16,15,American Express,Highly dissatisfied,No,Slightly conservative
Male,24,28,18,Visa,Neutral,No,Slightly liberal
Female,66,17,15,Discover,Somewhat dissatisfied,No,Slightly liberal
Female,54,57,18,Discover,Somewhat satisfied,No,Conservative
Female,49,44,16,Discover,Highly dissatisfied,Yes,Conservative
Female,32,26,17,Discover,Neutral,No,Slightly conservative
Male,27,18,12,Mastercard,Highly dissatisfied,No,Slightly conservative
Male,41,87,19,American Express,Neutral,No,Moderate
Male,19,21,14,Mastercard,Highly dissatisfied,No,Moderate
Female,47,185,19,Mastercard,Somewhat satisfied,No,Slightly conservative
Female,54,42,15,American Express,Somewhat dissatisfied,No,Conservative
Male,37,48,18,Discover,Highly dissatisfied,No,Moderate
Female,45,53,16,Discover,Somewhat satisfied,No,Conservative
Male,50,97,17,American Express,Highly satisfied,No,Slightly liberal
Male,57,99,12,Visa,Neutral,No,Slightly conservative
Male,18,12,13,Visa,Highly dissatisfied,No,Moderate
Male,46,113,14,American Express,Highly satisfied,No,Conservative
Female,78,9,12,Visa,Somewhat satisfied,No,Conservative
Male,28,34,17,American Express,Highly dissatisfied,No,Conservative
Male,20,14,12,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Male,65,18,16,Mastercard,Highly satisfied,No,Moderate
Female,57,26,19,Discover,Somewhat dissatisfied,No,Moderate
Female,59,46,17,American Express,Somewhat satisfied,No,Conservative
Male,57,92,18,American Express,Somewhat dissatisfied,No,Moderate
Female,19,14,14,Visa,Highly dissatisfied,No,Moderate
Female,21,34,16,American Express,Highly dissatisfied,No,Moderate
Male,60,158,21,Discover,Somewhat satisfied,No,Moderate
Female,46,84,16,Discover,Somewhat dissatisfied,No,Moderate
Female,68,51,16,Mastercard,Highly satisfied,No,Moderate
Female,18,15,13,Mastercard,Highly dissatisfied,No,Moderate
Male,31,27,13,Discover,Somewhat satisfied,No,Slightly liberal
Female,33,32,9,Mastercard,Somewhat dissatisfied,No,Moderate
Female,57,40,18,American Express,Highly satisfied,No,Conservative
Female,18,16,13,Mastercard,Highly dissatisfied,No,Liberal
Male,33,38,17,Visa,Highly dissatisfied,No,Moderate
Male,44,28,10,Mastercard,Somewhat satisfied,Yes,Extremely liberal
Female,63,97,19,Visa,Somewhat satisfied,No,Moderate
Male,60,52,19,American Express,Somewhat satisfied,No,Moderate
Male,43,86,8,Other,Highly satisfied,Yes,Slightly liberal
Male,68,35,18,Visa,Somewhat dissatisfied,No,Moderate
Male,78,15,17,Mastercard,Neutral,No,Slightly conservative
Female,32,19,10,Discover,Neutral,No,Moderate
Female,48,24,15,Discover,Somewhat satisfied,No,Conservative
Male,33,55,20,Discover,Highly dissatisfied,No,Liberal
Male,47,132,16,American Express,Highly satisfied,No,Slightly liberal
Male,21,15,12,Mastercard,Somewhat satisfied,No,Moderate
Female,55,31,10,Discover,Somewhat dissatisfied,No,Moderate
Male,35,32,12,Mastercard,Somewhat satisfied,No,Slightly conservative
Male,66,32,11,Visa,Somewhat dissatisfied,No,Moderate
Female,33,33,22,American Express,Neutral,No,Liberal
Female,58,117,12,American Express,Highly satisfied,No,Extremely conservative
Female,56,34,17,Visa,Highly dissatisfied,No,Moderate
Male,21,17,16,Mastercard,Somewhat dissatisfied,No,Slightly liberal
Male,38,53,14,Discover,Highly satisfied,No,Slightly liberal
Male,22,21,10,Visa,Highly dissatisfied,No,Moderate
Male,50,70,14,Discover,Highly satisfied,No,Extremely conservative
Male,19,19,11,Mastercard,Highly dissatisfied,No,Moderate
Male,66,165,19,Discover,Highly satisfied,No,Extremely liberal
Male,33,120,18,Discover,Somewhat satisfied,No,Moderate
Female,28,29,13,American Express,Somewhat satisfied,No,Moderate
Male,60,28,12,Mastercard,Somewhat dissatisfied,No,Moderate
Female,67,70,13,Discover,Somewhat satisfied,No,Liberal
Male,20,16,11,Mastercard,Highly dissatisfied,No,Slightly conservative
Female,22,18,17,Other,Somewhat dissatisfied,No,Liberal
Female,34,41,12,Discover,Somewhat satisfied,No,Slightly conservative
Female,19,16,14,Mastercard,Neutral,No,Moderate
Female,43,23,20,American Express,Somewhat dissatisfied,No,Conservative
Male,60,115,19,Visa,Highly satisfied,No,Conservative
Female,40,27,16,Visa,Somewhat dissatisfied,No,Moderate
Female,37,37,12,American Express,Highly dissatisfied,No,Moderate
Male,58,197,17,Visa,Highly satisfied,No,Slightly liberal
Female,49,51,11,Mastercard,Somewhat satisfied,No,Conservative
Male,35,73,20,Mastercard,Neutral,No,Moderate
Male,19,18,14,Mastercard,Highly dissatisfied,No,Slightly liberal
Male,55,56,12,Discover,Somewhat satisfied,No,Conservative
Male,47,34,17,American Express,Somewhat dissatisfied,No,Moderate
Female,29,26,20,Visa,Highly dissatisfied,No,Slightly conservative
Female,49,71,13,Visa,Highly satisfied,No,Conservative
Male,52,20,14,Visa,Highly dissatisfied,No,Moderate
Male,45,42,13,American Express,Neutral,No,Liberal
Male,38,32,12,Discover,Somewhat dissatisfied,Yes,Moderate
Male,42,48,18,Discover,Somewhat satisfied,No,Moderate
Male,48,36,13,Mastercard,Somewhat dissatisfied,No,Moderate
Female,74,255,12,Discover,Highly satisfied,No,Moderate
Male,77,26,15,Discover,Neutral,Yes,Moderate
Male,28,25,16,Mastercard,Somewhat dissatisfied,No,Conservative
Male,57,780,21,Discover,Neutral,No,Slightly conservative
Female,68,68,8,Mastercard,Somewhat dissatisfied,No,Moderate
Male,67,55,16,Mastercard,Highly satisfied,Yes,Moderate
Female,27,20,10,Mastercard,Neutral,No,Liberal
Female,54,112,15,Discover,Neutral,No,Moderate
Female,67,63,15,Discover,Somewhat satisfied,No,Conservative
Female,32,36,12,Other,Somewhat dissatisfied,Yes,Slightly conservative
Female,30,29,15,Visa,Somewhat dissatisfied,Yes,Moderate
Female,20,16,15,Visa,Somewhat dissatisfied,No,Moderate
Female,40,70,14,Visa,Somewhat dissatisfied,No,Liberal
Female,19,16,14,Visa,Neutral,Yes,Slightly liberal
Male,57,44,12,Mastercard,Neutral,No,Conservative
Female,23,60,18,Discover,Highly dissatisfied,No,Liberal
Female,60,121,10,Mastercard,Highly satisfied,No,Liberal
Male,43,33,13,Mastercard,Highly dissatisfied,No,Conservative
Male,42,54,18,American Express,Somewhat satisfied,No,Moderate
Female,38,84,15,Discover,Neutral,No,Slightly liberal
Female,29,25,12,American Express,Somewhat dissatisfied,No,Slightly liberal
Male,39,86,18,American Express,Neutral,No,Slightly liberal
Male,62,59,16,American Express,Highly satisfied,No,Moderate
Male,42,30,12,American Express,Somewhat dissatisfied,No,Conservative
Male,34,67,13,Visa,Neutral,No,Slightly liberal
Female,67,11,15,American Express,Neutral,No,Moderate
Male,77,86,18,Mastercard,Highly satisfied,No,Slightly liberal
Female,25,32,15,Mastercard,Neutral,No,Moderate
Female,35,51,18,American Express,Highly satisfied,No,Slightly conservative
Male,64,61,17,American Express,Neutral,No,Moderate
Male,33,44,19,Discover,Somewhat dissatisfied,No,Liberal
Female,28,30,19,Mastercard,Highly dissatisfied,No,Slightly conservative
Female,70,49,13,Visa,Somewhat dissatisfied,No,Moderate
Male,23,90,18,Discover,Somewhat dissatisfied,No,Moderate
Male,67,26,16,Mastercard,Somewhat satisfied,No,Moderate
Male,42,45,6,Mastercard,Highly satisfied,No,Conservative
Female,77,13,20,Visa,Highly satisfied,Yes,Liberal
